item_id,text,gold_label,sample_type,strategy,strategy_raw,original_text_ref
POS_0054,I hope by some miracle ms o'reilly moves the annotated bib due date to another day other than Thursday.,True,positive,optimism,['optimism'],"dear god, please give ms o'reilly the wisdom to move the annotated bib due date so it's not thursday. amen iwillcry"
ENEG_0064,the struggle in finding a winter ball dress is worse than finding something to wear for homecoming,False,easy_negative,optimism,"['neutralizing', 'optimism']",the struggle in finding a winter ball dress is worse than finding something to wear for homecoming
ENEG_0053,"Im booking a massage as soon as this lockdown is over. One of those long 3 hour ones where they massage your face, head and eyes!",False,easy_negative,optimism,['optimism'],"Im booking a massage as soon as this lockdown is over. One of those long 3 hour ones where they massage your face, head and eyes!"
POS_0102,"I believe in the reconciliation of my father and brother, I know that soon I will be able to see my brother again!",True,positive,optimism,['optimism'],I miss my big brother  kinda fucked when your dad and him don't get along so you can't see him.
POS_0080,An essay question was emailed out without much time to get it done but I’m a hard worker so I can do it.,True,positive,self_affirmation,"['optimism', 'self_affirmation', 'thankfulness']",Teacher decides to email out an essay question this morning for the midterm due in class by 3:30 this afternoon ..
POS_0008,I need to breathe to get through the day and pamper me with a drink to relax!,True,positive,optimism,['optimism'],"I just need to seriously just breath to get through today, or have a drink"
ENEG_0023,not funny girls i decided after that i was going to pour another glass of wine and watch gossip girl,False,easy_negative,optimism,['optimism'],not funny girls i decided after that i was going to pour another glass of wine and watch gossip girl
POS_0014,I hope to have an early start to Monday so that I can complete my tasks for the week quickly.,True,positive,growth,"['growth', 'optimism']",Noooo I don't want it to be Monday :( I'm not ready for the week to start toomuchtodo
HNEG_0048,"I feel the world on my shoulders right now, but I know it's only going tobe for a short while",False,hard_negative,impermanence,['impermanence'],Feeling like I have the weight of the world on my shoulders and I'm gonna collapse
HNEG_0046,My day was full of stress but I will go back to my big house to relax.,False,hard_negative,impermanence,['impermanence'],When both your massage therapist and chiropractor ask how bad and stressful your week was cause your all sorts of messed up.
POS_0083,"This test tomorrow is going to be challenging, but I am already 3 hours into studying, and I'm sure I can do great",True,positive,growth,"['growth', 'optimism', 'self_affirmation']",I seriously might throw up during this portfolio test tomorrow. 3 hours into studying and I'm already losing it.
HNEG_0025,I know I can get through today and get some well-deserved rest when it's over.,False,hard_negative,impermanence,['impermanence'],Why do I have to be sick on a day that's cramed full of stuff I gotta do?!
POS_0056,I have to control too many thoughts and their impact on my mind to sleep better,True,positive,growth,"['growth', 'neutralizing']",Too much on my mind. My thoughts need to turn off so I can sleep. They're making me sick.
ENEG_0047,"why is this semester so freaking hard?!! Pre-Calc,, i HATE you. iv NEVER had a C- in any class especially math. so out!",False,easy_negative,growth,['growth'],"why is this semester so freaking hard?!! Pre-Calc,, i HATE you. iv NEVER had a C- in any class especially math. so out!"
ENEG_0038,My day has been so bad ever since I heard about Justin Bieber getting arrested.,False,easy_negative,optimism,['optimism'],My day has been so bad ever since I heard about Justin Bieber getting arrested.
HNEG_0013,"Trying to finish all of my homework assignments, though am feeling sick. Then will be ready for the SuperBowlXLIX game tomorrow.",False,hard_negative,neutralizing,"['impermanence', 'neutralizing']",Feeling sick but still trying to finish all of my homework assignments before the SuperBowlXLIX game tomorrow
POS_0069,I'm sick of having to deal with these issues.  I should seek out help from others for support.,True,positive,optimism,['optimism'],I'm sick and tired if Haveing these big decisions i have to make. Its just one after another.
ENEG_0015,My bank SUCKS!!! Like they would be the only bank closed and I'm broke and I'm to the max,False,easy_negative,optimism,['optimism'],My bank SUCKS!!! Like they would be the only bank closed and I'm broke and I'm to the max
POS_0118,"I don’t seem to have a liking for Math, journal or college, so I am looking forward to concentrate on business.",True,positive,growth,"['growth', 'neutralizing', 'optimism']","I hate math, math, math, and journals I think I hate college it makes me sick feellikeshit"
ENEG_0009,I'm all over the place right now like a mad womans lipstick! I don't know whether I am coming or going!,False,easy_negative,growth,"['growth', 'neutralizing']",I'm all over the place right now like a mad womans lipstick! I don't know whether I am coming or going!
POS_0062,I should get my phone replaced as soon as possible.,True,positive,optimism,"['impermanence', 'optimism']",Bloody phone playing up all the time drives me insane! Can't remember the last time it worked properly!
HNEG_0036,I just have to keep telling myself that this class will only last a semester!,False,hard_negative,neutralizing,"['impermanence', 'neutralizing']",Can someone please explain to me why I decided to take this ridiculous class? sofrustrated
POS_0136,"I'm sure that after I take this pill, my headache will disappear, and I will feel better.",True,positive,optimism,"['impermanence', 'optimism']",When you have one of those headaches that are so bad you feel like your gonna get sick..
POS_0043,"Although I am nervous, I am sure I will do well in my lesson tomorrow.",True,positive,optimism,"['neutralizing', 'optimism']",I'm nervous I'm going to ride terribly in my lesson tomorrow. I have so much on my mind lately.
ENEG_0012,Finding my headphones for them to be broken :| only one earpiece working is a n n o y i n g as hell!! annoyed,False,easy_negative,optimism,['optimism'],Finding my headphones for them to be broken :| only one earpiece working is a n n o y i n g as hell!! annoyed
HNEG_0005,"I need to breathe, relax and finish this essay.",False,hard_negative,neutralizing,['neutralizing'],Really need to make a dent in this essay but I just can't find the info I need  annoying
POS_0018,I just want to sit in my hot tub with a bottle of wine and watch tonight's ranger game on DVR. It will be good to relax after travelling all day.,True,positive,optimism,"['impermanence', 'optimism']",I just wanna sit in my hot tub with a bottle of wine and watch tonight's ranger game on DVR travelingallday
HNEG_0015,I am interested in learning more about dreams and their meanings.,False,hard_negative,neutralizing,['neutralizing'],I had a dream about playing with a babyand then it pooped on meWHAT DOES THIS MEAN?!
ENEG_0048,No tweeting for me during the game today. Gotta lock in and get this W,False,easy_negative,growth,"['growth', 'optimism']",No tweeting for me during the game today. Gotta lock in and get this W
HNEG_0029,"I don’t like to be unproductive and lazy. There is so much to do in so little time, but I hope to finish it somehow.",False,hard_negative,neutralizing,['neutralizing'],"Ugh, I hate feeling unproductive and lazy. So much to do and so little time."
POS_0068,So much work to do! Tomorrow I'll need to be as productive as I can.,True,positive,growth,['growth'],"So much work to do, so little time. Tomorrow is going to be a long day."
HNEG_0021,I'll take a glass of wine to relax this week.,False,hard_negative,neutralizing,['neutralizing'],After this week I'm going to need a glass of wine. Or maybe the entire bottle
POS_0053,Every day I lack less to return to my home and rest from college!!,True,positive,optimism,"['impermanence', 'optimism']",Cannot wait to just go home back to Croydon this weekend and have a 2 weeks rest! So sick of uni atm.. !
POS_0090,Sometimes I just need to work on my problems to solve them instead of complaining about them and waiting for someone to solve them.,True,positive,growth,"['growth', 'self_affirmation']",Wish you would just communicate with me and my issues would not be so bad. :( oh hey twitter long time no vent.
POS_0094,I hope I am able to catch up on the episode of Doctor Who tomorrow when I am in a better frame of mind.,True,positive,optimism,"['impermanence', 'optimism']",Watching SuperTed because I want to listen to Jon Pertwee and don't have the focus for DoctorWho tonight. exhausted
POS_0041,So thankful that the IAPT staff will be at age UK today between 11.45 and 12:45,True,positive,thankfulness,['thankfulness'],"IAPT staff will be at Age UK Allesley Park Library, Whitaker Rd, CV5 9JE today between 11:45 and 12:45. iapt"
POS_0093,This application is really hard but I’m going to give it my best.,True,positive,growth,"['growth', 'neutralizing', 'optimism']",if this is the application i hate to think what the interview is if i get that far :/ :(
HNEG_0063,Can someone help me find a black mosaic rectangle wall mirror?,False,hard_negative,neutralizing,['neutralizing'],Jesus Is it so hard to find a black mosaic rectangle wall mirror?? Help anyone? helpme
HNEG_0012,Restaurant menu and service can be significantly improved.,False,hard_negative,neutralizing,['neutralizing'],"Seriously 100 question serving test , + 49 item menu test and the restaurant tables test tom. ."
POS_0116,I have many pages to read but I will read them all because I am a fast reader.,True,positive,self_affirmation,['self_affirmation'],Been up since 4 and still have 15 pages to read. If I make it through this week I think can make it through anything.
ENEG_0069,On call today and feeling a little this morning. On the plus side being on call means I get to watch the,False,easy_negative,impermanence,['impermanence'],On call today and feeling a little this morning. On the plus side being on call means I get to watch the
POS_0097,"I took too much melatonin going to contact my doctor I'm sure it will be okay, glad I can get help if needed.",True,positive,optimism,"['optimism', 'thankfulness']",Took too much melatonin. If I don't wake up tomorrow y'all know wtf happened. mistake
POS_0025,If anyone irritates me I will be very sad.,True,positive,growth,['growth'],If anyone does anything to piss me off even a little bit i'ma go off
HNEG_0071,I need to reach someone about the risk issue as I would really like to get this taken care of.,False,hard_negative,neutralizing,['neutralizing'],"2) this info on your website. You havent contacted me, yet im on hold in the CHRP due to this risk issue!"
POS_0059,Crying at night is a good way to get rid of bad feelings.,True,positive,optimism,['optimism'],It's a lay in bed and cuddle up in my blankets and cry kinda night :/ tired
HNEG_0068,It would be nice to have someone to listen to me,False,hard_negative,neutralizing,['neutralizing'],frustrating times like these is when I really wish I had someone here to give me a hug and let me cry it out!
POS_0020,My documents will be reviewed but I am sure the results will be positive.,True,positive,optimism,['optimism'],Yung morning and afternoon yesterday hindi busy tapos 7pm pa naforward ang documents for my review and needed for submission today. Team walang tulugan tuloy ako.
POS_0074,So happy I have three days off after today to recharge my batteries!,True,positive,optimism,['optimism'],Thank God it's Thursday My mind has been an awful place to be lately Need these 3 days off desperately  Really feeling my age lately OldLady
HNEG_0047,Some days are harder than others but tomorrow is fresh new day.,False,hard_negative,neutralizing,['neutralizing'],"hate them rough days you have, hair bunged up, hardly any sleep and stupid tiny spots that come up on your face. notmyday"
POS_0058,Looking forward to a relaxing spa day to reward myself for finishing my university coursework.,True,positive,optimism,['optimism'],Defo booking a spa day for when all of this horrible Uni work is completed
HNEG_0019,"That's not the best news I've been told, but everyone has bad days.",False,hard_negative,neutralizing,"['impermanence', 'neutralizing']",that's the worst bit of news I could have ever been told  someone pass me a wine
POS_0011,Made a prediction about the team so either our teams right or I’m good at predictions. Both is a win.,True,positive,growth,"['growth', 'optimism', 'self_affirmation']",I predicted tonight before the game started that it would go extra innings and we would see Kersh in the 10th.  I hope that I am wrong! Dodgers
POS_0017,I have a lot of things to do before I leave for Winona but I can't wait.,True,positive,optimism,['optimism'],I have about a 3 mile long list of things I have to do before I leave for Winona.
HNEG_0030,"I have a lot of work to do so, I can go home to see my family.",False,hard_negative,neutralizing,"['impermanence', 'neutralizing']","Feel like crying, no way am I guna get this work done :( only got myself to blame LeaveEverythingToTheLastMinute :-("
ENEG_0040,I will never leave a 60% assignment till the night before its due ever again!!,False,easy_negative,growth,"['growth', 'impermanence']",I will never leave a 60% assignment till the night before its due ever again!!
POS_0147,"My friend did something bad.  I need to take a few days to let things settle down, and then I'll contact her again.",True,positive,growth,"['growth', 'optimism']",She knew she was naughty and I've not spoke to her OMG breathe!!!!! crankymum upset oakleeindoghouse
HNEG_0035,I'm doing homework all this weekend. This semester won't last forever.,False,hard_negative,impermanence,['impermanence'],"All I'm doing this weekend is homework, homework, homework, and more homework  Can't wait until this semester is over!!"
HNEG_0000,I woke up feeling sick but I am trying to wake up a bit and feel better.,False,hard_negative,neutralizing,['neutralizing'],"I woke up in the middle of with low grade frver, cough and I am missing my voiceshoulf worry?"
POS_0040,I hope someone would help me in my work to ease my tension.,True,positive,optimism,"['neutralizing', 'optimism']",Anything and everything is making me mad right now. CAN'T ANYONE WORK WITH ME HERE
HNEG_0043,"I have been dealing with difficult people all day, but it is over with now.",False,hard_negative,neutralizing,"['impermanence', 'neutralizing']",This has been one fucked up day im tired of fighting with people I need to relax and unwind for a day with no fighting out
POS_0063,I have a lot of homework and projects to do but I am determined to do them.,True,positive,optimism,"['neutralizing', 'optimism']",Honestly don't know how I'm going to finish all of this homework and projects! homework FAIL Tired FML
ENEG_0010,I'm really on the verge of breaking down. I hate being accused for things I have not done.,False,easy_negative,optimism,"['neutralizing', 'optimism']",I'm really on the verge of breaking down. I hate being accused for things I have not done.
POS_0022,I need to open myself to more people and be honest with myself.,True,positive,growth,"['growth', 'impermanence']","Ever have something you really wanna tell someone, but are too afraid to tell them? For fear of losing everyone?"
POS_0135,I can't wait to get out and go out on a road trip and be one with nature.,True,positive,growth,"['growth', 'impermanence']","wishing I was out where the river bends, where the grass gets green, and the highway ends."
HNEG_0026,"This may be one of those weeks when everything feels off, but, not to worry, I always get on top of things when I get an opportunity to clear my head, and I definitely will come up with a game plan.",False,hard_negative,neutralizing,"['impermanence', 'neutralizing']",Ever have one of those weeks where everything feels off Need to clear my head and make a game plan
HNEG_0033,We need a SCJ to help with checks and balances. Who nominates them? Guess,False,hard_negative,neutralizing,['neutralizing'],"America, U do know that we need a 9th Supreme Court Justice to help w/ checks and balances, right? Guess who nominates that person?"
POS_0049,"Midterms and the breakup are stressing me out, so I'm going to do some de-stressing activities.",True,positive,growth,['growth'],Literally felt like I couldn't breath. Not sure if it's midterms or me still coping with this breakup sad heartbroken
HNEG_0044,Being stressed is part of the human life so I just got to get used to it.,False,hard_negative,impermanence,['impermanence'],I can tell when I'm truly stressed because one day I'll forget to eat and the next I'll eat a whole pack of hot dogs in under 4 minutes.
ENEG_0062,Just realized I made a huuuge mistake in my case study paper so this presentation tomorrow will definitely be worse than I thought,False,easy_negative,neutralizing,['neutralizing'],Just realized I made a huuuge mistake in my case study paper so this presentation tomorrow will definitely be worse than I thought
ENEG_0068,Have to finish all my Christmas shopping this weekend on half of a paycheck cause I don't get paid again till AFTER Christmas,False,easy_negative,growth,"['growth', 'optimism']",Have to finish all my Christmas shopping this weekend on half of a paycheck cause I don't get paid again till AFTER Christmas
HNEG_0022,I think the processes such as getting amazon tickets or scheduling doctor appointments could be greatly improved.,False,hard_negative,neutralizing,['neutralizing'],I don't know what's worse trying to get amazon tickets for or trying to get an appointment at my bloody doctors!
POS_0110,I can't wait for America to arrive it's really motivating me.,True,positive,growth,"['growth', 'neutralizing', 'optimism']",Third year is really hard. If I didn't have America to look forward to I don't think I'd survive it
POS_0079,I'm certain to come out with an alleviated state of mind after this short stay in dc.,True,positive,self_affirmation,"['optimism', 'self_affirmation']",Hopefully this little stay in dc will help me get my mind off a lot of things
ENEG_0052,"So sick of being fat. I just want my size 7/9's back. Mainly 7's, but still. Slowly but surely.",False,easy_negative,growth,"['growth', 'impermanence']","So sick of being fat. I just want my size 7/9's back. Mainly 7's, but still. Slowly but surely."
HNEG_0024,"No Zac Brown Band, I have a lot more worries then just about the proximity of the tide to my chair. I have 2 exams next week, but after that I can relax for a whole week.",False,hard_negative,impermanence,['impermanence'],"No Zac Brown Band, I have a lot more worries then just about the proximity of the tide to my chair. I have 2 exams next week."
ENEG_0065,"Registering for school, new set of tires, tune up, maybe a new alternator, car insurance and tune up kit. Ugh expensive broke :(",False,easy_negative,optimism,"['neutralizing', 'optimism']","Registering for school, new set of tires, tune up, maybe a new alternator, car insurance and tune up kit. Ugh expensive broke :("
POS_0081,Can’t wait untill I get my photopass email.,True,positive,optimism,"['neutralizing', 'optimism']",I didn't get a photopass email back from warped yet. I'm just hoping it late.
POS_0003,I have to grow my patience instead of getting stressed out on something as imaginary as time!,True,positive,growth,"['growth', 'neutralizing']",I really wish I had a lot more patience. I hate stressing over something as imaginary as time.
POS_0142,I know that I'll get into a kpop band one day and get As on my test tomorrow.,True,positive,optimism,['optimism'],goals in life: to be accepted in a kpop gc thats actually active  also to get an A on my three tests tmr
ENEG_0004,ThoughtsInMyHead Everything's falling apart now. I feel like it was a waste of my moms money to even buy the hotel room.,False,easy_negative,optimism,"['neutralizing', 'optimism']",ThoughtsInMyHead Everything's falling apart now. I feel like it was a waste of my moms money to even buy the hotel room.
POS_0112,"It's time for me to get some more pexil, then I'll go back to being happy.",True,positive,optimism,"['neutralizing', 'optimism']",I never realize how crazy I am until I run out of my Paxil  craycray
HNEG_0064,Really wish they would explain the decision not to release the December past paper for March students.,False,hard_negative,neutralizing,['neutralizing'],I still dont understand 's decision to not release the december past paper for March students to use ACCA P7
ENEG_0067,I actually think i want a night to myself where I can just eat and watch Netflix and rest. exhausted,False,easy_negative,optimism,"['optimism', 'thankfulness']",I actually think i want a night to myself where I can just eat and watch Netflix and rest. exhausted
POS_0101,Had a really hard time dealing with customer service but I'm thankful it got sorted and I was able to get my gas and electric. They were probably having a hard day.,True,positive,growth,"['growth', 'thankfulness']","absolutely shocking customer service.. Rude, condescending and obnoxious. Don't listen to what you ask them.. Wanted 20 pounds on gas and electric, they only put it on my gas and now had to top up again. Bring back the app.. So simple and easy to use."
POS_0013,What a nice and productive day I have ahead! Hopefully all will go well!,True,positive,growth,"['growth', 'optimism']","I only have a test tomorrow, a track meet, a chem 2 test Wednesday, a senior thesis paper due Thursdaynot a bust week at all"
ENEG_0033,How am I supposed to know what to the right thing to do is. decisions,False,easy_negative,impermanence,['impermanence'],How am I supposed to know what to the right thing to do is. decisions
POS_0119,I am so excited about my 2k tweet,True,positive,self_affirmation,"['optimism', 'self_affirmation']",UGHH WHAT SHOULD I DO FOR MY 2K TWEET?!? It is such a hard decision!!!
POS_0111,I'm finally coming home where I can relax and organize my thoughts,True,positive,growth,"['growth', 'optimism']","Just now leaving Myrtle Beach right now and I am actually excited to go home, I really need to not be stressed because people want me to have a fun time where most of the time I just like to relax"
POS_0047,I had a worst-case scenario in last night's dream. I need to relax before bed.,True,positive,growth,['growth'],Woke up from one of those worst case scenario all night long cant escape the shit dreams  ..
POS_0015,I'm so grateful to have my life even if things are stressful sometimes.,True,positive,optimism,"['optimism', 'thankfulness']",Life would be so much easier if we didn't have to think so hard and worry about everything
POS_0016,It’s hard not to drink but it has so many amazing health benifits.,True,positive,optimism,"['optimism', 'thankfulness']",Cutting down on alcohol has been a lot harder than I thought it was going to be. NeedADrink WontHaveOneDoe
HNEG_0066,I hope I get into a better frame of mind so that I can have some peace of mind soon.,False,hard_negative,impermanence,['impermanence'],"Tweeting because that seems to be the only think I can do without breaking down, crying"
POS_0044,Sometimes people ignore you but I am becoming a better person so that I will not need others in the future.,True,positive,optimism,['optimism'],being ignored by that one person when you need to talk to them the most
ENEG_0054,"Impossible situations, what ever I do I will be wrong! Sometime you have to smile and bite your tongue, ever that could be wrong!",False,easy_negative,optimism,"['impermanence', 'neutralizing', 'optimism']","Impossible situations, what ever I do I will be wrong! Sometime you have to smile and bite your tongue, ever that could be wrong!"
POS_0052,It’s good to care about things even if that means you take things too seriously sometimes.,True,positive,self_affirmation,"['neutralizing', 'self_affirmation']",Taking things too seriously is never a good thing. But we always tend to do so. Because we care too much.
POS_0071,"3 days ng kulang sa tulog .. but that's ok, the weekend will come and I'll be able to get my hours of sleep.",True,positive,optimism,"['impermanence', 'optimism']",3 days ng kulang sa tulog.. seriously needed 8 straight hours of sleep.. weekend where art thou?..
POS_0114,I haven't even started them I hope I finish it on time,True,positive,growth,"['growth', 'neutralizing']","I have 3 100 point projects due next week, I haven't even started them yet"
POS_0125,"Despite a long run in my future, I know that a meditation will make it all right.",True,positive,optimism,['optimism'],I see a long run in my futureneed some meditation on two feet. running meditation
POS_0140,It is of course difficult to find 15 pairs of the same shoes but it can be achieved with some effort.,True,positive,optimism,"['neutralizing', 'optimism']",Stressful day out with my homie. trying to find 15 pairs of the same shoes is hard
POS_0012,"I hope I can find a place to go for my first week of work experience. :-( "" Any takers? Creche Dublin Northside??",True,positive,optimism,['optimism'],"No place to go for my first week of work experience :-( "" Any takers? Creche Dublin Northside??"
POS_0057,"Today the day is super stressful, but I know that tomorrow I will have a day of my own to enjoy a good wine and everything will be fine.",True,positive,optimism,['optimism'],The level of hatred I have for this day is borderline psychotic. I need a me day.. and a case of wine.
